respondent_id,age_group,vote_intent,poll
460,45-64,rep,phone_poll
461,30-44,dem,phone_poll
462,65+,dem,phone_poll
463,65+,dem,phone_poll
464,45-64,dem,phone_poll
465,18-29,dem,phone_poll
466,45-64,dem,phone_poll
467,45-64,dem,phone_poll
468,45-64,rep,phone_poll
469,65+,dem,phone_poll
470,30-44,rep,phone_poll
471,45-64,rep,phone_poll
472,45-64,dem,phone_poll
473,65+,rep,phone_poll
474,65+,dem,phone_poll
475,65+,rep,phone_poll
476,65+,rep,phone_poll
477,65+,undecided,phone_poll
478,45-64,dem,phone_poll
479,45-64,rep,phone_poll
480,45-64,dem,phone_poll
481,65+,rep,phone_poll
482,65+,dem,phone_poll
483,45-64,dem,phone_poll
484,65+,dem,phone_poll
485,30-44,rep,phone_poll
486,45-64,dem,phone_poll
487,65+,rep,phone_poll
488,45-64,rep,phone_poll
489,65+,rep,phone_poll
490,18-29,dem,phone_poll
491,45-64,dem,phone_poll
492,65+,rep,phone_poll
493,65+,rep,phone_poll
494,30-44,rep,phone_poll
495,65+,rep,phone_poll
496,65+,rep,phone_poll
497,65+,dem,phone_poll
498,65+,rep,phone_poll
499,65+,rep,phone_poll
500,45-64,dem,phone_poll
501,45-64,rep,phone_poll
502,65+,rep,phone_poll
503,65+,rep,phone_poll
504,65+,rep,phone_poll
505,45-64,dem,phone_poll
506,45-64,rep,phone_poll
507,30-44,dem,phone_poll
508,45-64,rep,phone_poll
509,45-64,rep,phone_poll
510,45-64,rep,phone_poll
511,45-64,rep,phone_poll
512,65+,rep,phone_poll
513,65+,dem,phone_poll
514,45-64,dem,phone_poll
515,18-29,dem,phone_poll
516,45-64,rep,phone_poll
517,18-29,dem,phone_poll
518,45-64,rep,phone_poll
519,65+,rep,phone_poll
520,45-64,dem,phone_poll
521,65+,dem,phone_poll
522,45-64,rep,phone_poll
523,65+,rep,phone_poll
524,65+,rep,phone_poll
525,45-64,dem,phone_poll
526,30-44,dem,phone_poll
527,30-44,rep,phone_poll
528,65+,rep,phone_poll
529,30-44,dem,phone_poll
530,45-64,dem,phone_poll
531,18-29,dem,phone_poll
532,65+,dem,phone_poll
533,45-64,dem,phone_poll
534,65+,rep,phone_poll
535,30-44,rep,phone_poll
536,45-64,dem,phone_poll
537,18-29,dem,phone_poll
538,65+,rep,phone_poll
539,45-64,dem,phone_poll
540,65+,dem,phone_poll
541,30-44,rep,phone_poll
542,45-64,dem,phone_poll
543,18-29,undecided,phone_poll
544,65+,dem,phone_poll
545,30-44,dem,phone_poll
546,30-44,dem,phone_poll
547,45-64,dem,phone_poll
548,45-64,dem,phone_poll
549,45-64,dem,phone_poll
550,30-44,dem,phone_poll
551,65+,dem,phone_poll
552,65+,dem,phone_poll
553,45-64,dem,phone_poll
554,45-64,dem,phone_poll
555,65+,rep,phone_poll
556,30-44,dem,phone_poll
557,30-44,rep,phone_poll
558,65+,rep,phone_poll
559,30-44,rep,phone_poll
560,45-64,rep,phone_poll
561,65+,rep,phone_poll
562,30-44,dem,phone_poll
563,30-44,dem,phone_poll
564,65+,dem,phone_poll
565,18-29,dem,phone_poll
566,45-64,dem,phone_poll
567,45-64,rep,phone_poll
568,45-64,rep,phone_poll
569,65+,rep,phone_poll
570,65+,dem,phone_poll
571,30-44,rep,phone_poll
572,30-44,dem,phone_poll
573,30-44,rep,phone_poll
574,65+,dem,phone_poll
575,65+,rep,phone_poll
576,65+,dem,phone_poll
577,45-64,dem,phone_poll
578,45-64,rep,phone_poll
579,45-64,rep,phone_poll
580,45-64,rep,phone_poll
581,65+,rep,phone_poll
582,45-64,undecided,phone_poll
583,65+,rep,phone_poll
584,45-64,dem,phone_poll
585,65+,rep,phone_poll
586,30-44,dem,phone_poll
587,65+,rep,phone_poll
588,65+,rep,phone_poll
589,65+,rep,phone_poll
590,45-64,rep,phone_poll
591,45-64,rep,phone_poll
592,65+,dem,phone_poll
593,45-64,undecided,phone_poll
594,45-64,dem,phone_poll
595,65+,dem,phone_poll
596,65+,dem,phone_poll
597,45-64,dem,phone_poll
598,45-64,dem,phone_poll
599,65+,dem,phone_poll
600,18-29,dem,phone_poll
601,30-44,dem,phone_poll
602,45-64,dem,phone_poll
603,30-44,rep,phone_poll
604,65+,rep,phone_poll
605,45-64,dem,phone_poll
606,18-29,undecided,phone_poll
607,45-64,dem,phone_poll
608,45-64,rep,phone_poll
609,45-64,dem,phone_poll
610,18-29,rep,phone_poll
611,45-64,dem,phone_poll
612,45-64,rep,phone_poll
613,30-44,dem,phone_poll
614,18-29,dem,phone_poll
615,45-64,dem,phone_poll
616,65+,rep,phone_poll
617,45-64,rep,phone_poll
618,45-64,dem,phone_poll
619,45-64,dem,phone_poll
620,30-44,dem,phone_poll
621,45-64,undecided,phone_poll
622,30-44,dem,phone_poll
623,30-44,dem,phone_poll
624,30-44,rep,phone_poll
625,30-44,rep,phone_poll
626,65+,rep,phone_poll
627,45-64,rep,phone_poll
628,30-44,dem,phone_poll
629,45-64,dem,phone_poll
630,65+,dem,phone_poll
631,30-44,dem,phone_poll
632,65+,rep,phone_poll
633,30-44,undecided,phone_poll
634,45-64,dem,phone_poll
635,65+,rep,phone_poll
636,65+,rep,phone_poll
637,30-44,dem,phone_poll
638,65+,dem,phone_poll
639,65+,rep,phone_poll
640,65+,dem,phone_poll
641,30-44,undecided,phone_poll
642,65+,rep,phone_poll
643,45-64,dem,phone_poll
644,45-64,dem,phone_poll
645,30-44,dem,phone_poll
646,45-64,rep,phone_poll
647,65+,rep,phone_poll
648,18-29,rep,phone_poll
649,30-44,dem,phone_poll
650,45-64,dem,phone_poll
651,45-64,dem,phone_poll
652,45-64,rep,phone_poll
653,45-64,rep,phone_poll
654,30-44,rep,phone_poll
655,45-64,rep,phone_poll
656,30-44,rep,phone_poll
657,45-64,rep,phone_poll
658,65+,rep,phone_poll
659,45-64,dem,phone_poll
660,45-64,dem,phone_poll
661,45-64,rep,phone_poll
662,45-64,dem,phone_poll
663,65+,rep,phone_poll
664,30-44,rep,phone_poll
665,45-64,dem,phone_poll
666,65+,rep,phone_poll
667,30-44,dem,phone_poll
668,65+,rep,phone_poll
669,30-44,dem,phone_poll
670,65+,dem,phone_poll
671,65+,dem,phone_poll
672,65+,rep,phone_poll
673,18-29,dem,phone_poll
674,45-64,rep,phone_poll
675,30-44,dem,phone_poll
676,30-44,dem,phone_poll
677,45-64,rep,phone_poll
678,30-44,dem,phone_poll
679,45-64,dem,phone_poll
680,65+,dem,phone_poll
681,45-64,dem,phone_poll
682,65+,dem,phone_poll
683,30-44,rep,phone_poll
684,45-64,rep,phone_poll
685,65+,dem,phone_poll
686,65+,rep,phone_poll
687,65+,rep,phone_poll
688,18-29,dem,phone_poll
689,65+,dem,phone_poll
690,30-44,dem,phone_poll
691,65+,rep,phone_poll
692,65+,dem,phone_poll
693,45-64,dem,phone_poll
694,45-64,rep,phone_poll
695,65+,rep,phone_poll
696,45-64,dem,phone_poll
697,65+,dem,phone_poll
698,65+,rep,phone_poll
699,45-64,rep,phone_poll
700,30-44,rep,phone_poll
701,30-44,rep,phone_poll
702,45-64,rep,phone_poll
703,65+,dem,phone_poll
704,65+,dem,phone_poll
705,45-64,rep,phone_poll
706,45-64,dem,phone_poll
707,45-64,rep,phone_poll
708,65+,dem,phone_poll
709,45-64,dem,phone_poll
710,65+,rep,phone_poll
711,65+,rep,phone_poll
712,65+,dem,phone_poll
713,30-44,dem,phone_poll
714,45-64,rep,phone_poll
715,65+,dem,phone_poll
716,65+,dem,phone_poll
717,65+,rep,phone_poll
718,65+,rep,phone_poll
719,65+,rep,phone_poll
720,65+,rep,phone_poll
721,45-64,rep,phone_poll
722,65+,rep,phone_poll
723,45-64,rep,phone_poll
724,30-44,dem,phone_poll
725,45-64,rep,phone_poll
726,30-44,dem,phone_poll
727,30-44,dem,phone_poll
728,65+,undecided,phone_poll
729,65+,rep,phone_poll
730,65+,dem,phone_poll
731,45-64,rep,phone_poll
732,65+,dem,phone_poll
733,65+,dem,phone_poll
734,65+,rep,phone_poll
735,65+,rep,phone_poll
736,65+,rep,phone_poll
737,65+,dem,phone_poll
738,65+,rep,phone_poll
739,45-64,rep,phone_poll
740,65+,rep,phone_poll
741,65+,rep,phone_poll
742,65+,dem,phone_poll
743,45-64,dem,phone_poll
744,30-44,dem,phone_poll
745,45-64,rep,phone_poll
746,30-44,rep,phone_poll
747,18-29,dem,phone_poll
748,30-44,dem,phone_poll
749,45-64,rep,phone_poll
750,45-64,rep,phone_poll
751,65+,dem,phone_poll
752,30-44,rep,phone_poll
753,45-64,rep,phone_poll
754,45-64,rep,phone_poll
755,65+,rep,phone_poll
756,65+,rep,phone_poll
757,65+,dem,phone_poll
758,45-64,dem,phone_poll
759,30-44,rep,phone_poll
760,65+,dem,phone_poll
761,30-44,dem,phone_poll
762,65+,dem,phone_poll
763,45-64,rep,phone_poll
764,65+,rep,phone_poll
765,45-64,dem,phone_poll
766,45-64,rep,phone_poll
767,65+,dem,phone_poll
768,65+,undecided,phone_poll
769,65+,rep,phone_poll
770,18-29,dem,phone_poll
771,30-44,rep,phone_poll
772,45-64,rep,phone_poll
773,45-64,rep,phone_poll
774,45-64,rep,phone_poll
775,45-64,dem,phone_poll
776,45-64,rep,phone_poll
777,45-64,undecided,phone_poll
778,45-64,dem,phone_poll
779,45-64,dem,phone_poll
780,65+,rep,phone_poll
781,65+,rep,phone_poll
782,65+,dem,phone_poll
783,45-64,rep,phone_poll
784,30-44,rep,phone_poll
785,45-64,dem,phone_poll
786,18-29,dem,phone_poll
787,45-64,dem,phone_poll
788,45-64,dem,phone_poll
789,45-64,dem,phone_poll
790,65+,rep,phone_poll
791,65+,rep,phone_poll
792,30-44,dem,phone_poll
793,65+,rep,phone_poll
794,18-29,rep,phone_poll
795,65+,rep,phone_poll
796,65+,rep,phone_poll
797,65+,rep,phone_poll
798,65+,dem,phone_poll
799,18-29,rep,phone_poll
800,30-44,rep,phone_poll
801,65+,dem,phone_poll
802,65+,dem,phone_poll
803,45-64,dem,phone_poll
804,65+,dem,phone_poll
805,65+,rep,phone_poll
806,65+,rep,phone_poll
807,45-64,undecided,phone_poll
808,45-64,dem,phone_poll
809,45-64,dem,phone_poll
810,65+,dem,phone_poll
811,65+,rep,phone_poll
812,65+,dem,phone_poll
813,30-44,dem,phone_poll
814,65+,dem,phone_poll
815,65+,rep,phone_poll
816,45-64,dem,phone_poll
817,45-64,rep,phone_poll
818,65+,dem,phone_poll
819,30-44,dem,phone_poll
820,45-64,rep,phone_poll
821,30-44,undecided,phone_poll
822,65+,rep,phone_poll
823,45-64,dem,phone_poll
824,45-64,dem,phone_poll
825,45-64,undecided,phone_poll
826,45-64,rep,phone_poll
827,65+,rep,phone_poll
828,65+,rep,phone_poll
829,65+,dem,phone_poll
830,45-64,rep,phone_poll
831,65+,dem,phone_poll
832,30-44,rep,phone_poll
833,65+,dem,phone_poll
834,45-64,dem,phone_poll
835,45-64,rep,phone_poll
836,18-29,rep,phone_poll
837,18-29,dem,phone_poll
838,45-64,rep,phone_poll
839,45-64,dem,phone_poll
840,45-64,rep,phone_poll
841,65+,rep,phone_poll
842,45-64,rep,phone_poll
843,65+,rep,phone_poll
844,30-44,dem,phone_poll
845,45-64,rep,phone_poll
846,45-64,rep,phone_poll
847,65+,dem,phone_poll
848,18-29,dem,phone_poll
849,65+,dem,phone_poll
850,65+,dem,phone_poll
851,30-44,rep,phone_poll
852,65+,rep,phone_poll
853,65+,rep,phone_poll
854,45-64,dem,phone_poll
855,18-29,dem,phone_poll
856,30-44,rep,phone_poll
857,30-44,rep,phone_poll
858,30-44,dem,phone_poll
859,30-44,rep,phone_poll
860,45-64,rep,phone_poll
861,65+,dem,phone_poll
862,65+,dem,phone_poll
863,65+,rep,phone_poll
864,65+,rep,phone_poll
865,65+,dem,phone_poll
866,45-64,dem,phone_poll
867,65+,dem,phone_poll
868,65+,rep,phone_poll
869,65+,dem,phone_poll
870,65+,rep,phone_poll
871,65+,rep,phone_poll
872,45-64,rep,phone_poll
873,45-64,rep,phone_poll
874,30-44,dem,phone_poll
875,18-29,rep,phone_poll
876,45-64,rep,phone_poll
877,30-44,rep,phone_poll
878,45-64,rep,phone_poll
879,45-64,rep,phone_poll
880,65+,dem,phone_poll
881,45-64,rep,phone_poll
882,45-64,rep,phone_poll
883,65+,rep,phone_poll
884,45-64,dem,phone_poll
885,65+,rep,phone_poll
886,18-29,rep,phone_poll
887,65+,rep,phone_poll
888,45-64,dem,phone_poll
889,45-64,dem,phone_poll
890,65+,dem,phone_poll
891,65+,dem,phone_poll
892,65+,dem,phone_poll
893,65+,rep,phone_poll
894,65+,rep,phone_poll
895,45-64,dem,phone_poll
896,65+,rep,phone_poll
897,30-44,dem,phone_poll
898,65+,rep,phone_poll
899,45-64,rep,phone_poll
900,65+,rep,phone_poll
901,18-29,rep,phone_poll
902,30-44,rep,phone_poll
903,65+,rep,phone_poll
904,65+,dem,phone_poll
905,18-29,dem,phone_poll
906,45-64,rep,phone_poll
907,30-44,dem,phone_poll
908,30-44,dem,phone_poll
909,45-64,rep,phone_poll
910,65+,rep,phone_poll
911,65+,rep,phone_poll
912,65+,dem,phone_poll
913,65+,dem,phone_poll
914,45-64,dem,phone_poll
915,30-44,dem,phone_poll
916,18-29,dem,phone_poll
917,65+,rep,phone_poll
918,45-64,rep,phone_poll
919,18-29,dem,phone_poll
920,65+,rep,phone_poll
921,30-44,rep,phone_poll
922,65+,rep,phone_poll
923,65+,undecided,phone_poll
924,45-64,rep,phone_poll
925,45-64,dem,phone_poll
926,65+,dem,phone_poll
927,30-44,undecided,phone_poll
928,65+,dem,phone_poll
929,30-44,dem,phone_poll
930,30-44,rep,phone_poll
931,65+,rep,phone_poll
932,45-64,dem,phone_poll
933,45-64,rep,phone_poll
934,65+,rep,phone_poll
935,65+,dem,phone_poll
936,45-64,rep,phone_poll
937,45-64,dem,phone_poll
938,45-64,undecided,phone_poll
939,65+,rep,phone_poll
940,65+,dem,phone_poll
941,45-64,dem,phone_poll
942,65+,rep,phone_poll
943,45-64,dem,phone_poll
944,45-64,rep,phone_poll
945,65+,dem,phone_poll
946,45-64,dem,phone_poll
947,65+,rep,phone_poll
948,65+,rep,phone_poll
949,30-44,dem,phone_poll
950,30-44,rep,phone_poll
951,45-64,rep,phone_poll
952,65+,rep,phone_poll
953,30-44,dem,phone_poll
954,45-64,rep,phone_poll
955,65+,rep,phone_poll
