respondent_id,age_group,vote_intent,poll
359,45-64,rep,online_poll
360,45-64,dem,online_poll
361,18-29,dem,online_poll
362,18-29,rep,online_poll
363,30-44,dem,online_poll
364,65+,dem,online_poll
365,30-44,rep,online_poll
366,45-64,rep,online_poll
367,18-29,rep,online_poll
368,45-64,rep,online_poll
369,30-44,rep,online_poll
370,18-29,dem,online_poll
371,30-44,dem,online_poll
372,18-29,dem,online_poll
373,45-64,dem,online_poll
374,45-64,undecided,online_poll
375,30-44,dem,online_poll
376,30-44,undecided,online_poll
377,65+,rep,online_poll
378,30-44,rep,online_poll
379,18-29,rep,online_poll
380,45-64,dem,online_poll
381,45-64,rep,online_poll
382,65+,rep,online_poll
383,45-64,rep,online_poll
384,18-29,dem,online_poll
385,18-29,rep,online_poll
386,18-29,dem,online_poll
387,30-44,dem,online_poll
388,18-29,rep,online_poll
389,18-29,rep,online_poll
390,18-29,dem,online_poll
391,18-29,rep,online_poll
392,45-64,dem,online_poll
393,30-44,dem,online_poll
394,30-44,rep,online_poll
395,30-44,rep,online_poll
396,45-64,rep,online_poll
397,18-29,rep,online_poll
398,45-64,rep,online_poll
399,65+,dem,online_poll
400,45-64,dem,online_poll
401,65+,dem,online_poll
402,30-44,dem,online_poll
403,30-44,rep,online_poll
404,30-44,dem,online_poll
405,65+,rep,online_poll
406,30-44,dem,online_poll
407,45-64,dem,online_poll
408,30-44,dem,online_poll
409,18-29,dem,online_poll
410,18-29,rep,online_poll
411,65+,rep,online_poll
412,45-64,rep,online_poll
413,18-29,dem,online_poll
414,45-64,rep,online_poll
415,18-29,dem,online_poll
416,18-29,dem,online_poll
417,45-64,dem,online_poll
418,45-64,rep,online_poll
419,30-44,rep,online_poll
420,30-44,rep,online_poll
421,18-29,dem,online_poll
422,30-44,rep,online_poll
423,30-44,rep,online_poll
424,18-29,dem,online_poll
425,45-64,rep,online_poll
426,30-44,dem,online_poll
427,30-44,dem,online_poll
428,18-29,dem,online_poll
429,18-29,dem,online_poll
430,18-29,rep,online_poll
431,30-44,rep,online_poll
432,18-29,dem,online_poll
433,45-64,dem,online_poll
434,18-29,rep,online_poll
435,30-44,dem,online_poll
436,18-29,dem,online_poll
437,18-29,dem,online_poll
438,18-29,dem,online_poll
439,45-64,dem,online_poll
440,65+,dem,online_poll
441,18-29,rep,online_poll
442,45-64,dem,online_poll
443,18-29,dem,online_poll
444,30-44,dem,online_poll
445,45-64,dem,online_poll
446,45-64,dem,online_poll
447,18-29,rep,online_poll
448,18-29,rep,online_poll
449,30-44,dem,online_poll
450,65+,dem,online_poll
451,30-44,dem,online_poll
452,30-44,dem,online_poll
453,45-64,rep,online_poll
454,45-64,rep,online_poll
455,18-29,dem,online_poll
456,18-29,rep,online_poll
457,45-64,dem,online_poll
458,65+,rep,online_poll
459,18-29,dem,online_poll
460,30-44,rep,online_poll
461,18-29,dem,online_poll
462,45-64,dem,online_poll
463,45-64,dem,online_poll
464,18-29,rep,online_poll
465,18-29,dem,online_poll
466,30-44,dem,online_poll
467,18-29,undecided,online_poll
468,30-44,rep,online_poll
469,45-64,dem,online_poll
470,18-29,rep,online_poll
471,30-44,rep,online_poll
472,30-44,dem,online_poll
473,45-64,undecided,online_poll
474,45-64,dem,online_poll
475,65+,dem,online_poll
476,45-64,rep,online_poll
477,65+,undecided,online_poll
478,18-29,undecided,online_poll
479,30-44,rep,online_poll
480,18-29,rep,online_poll
481,65+,rep,online_poll
482,45-64,dem,online_poll
483,30-44,dem,online_poll
484,30-44,undecided,online_poll
485,18-29,rep,online_poll
486,30-44,dem,online_poll
487,65+,rep,online_poll
488,30-44,dem,online_poll
489,45-64,rep,online_poll
490,18-29,dem,online_poll
491,30-44,dem,online_poll
492,65+,rep,online_poll
493,65+,dem,online_poll
494,18-29,dem,online_poll
495,65+,rep,online_poll
496,65+,rep,online_poll
497,45-64,dem,online_poll
498,45-64,rep,online_poll
499,65+,dem,online_poll
500,18-29,undecided,online_poll
501,30-44,rep,online_poll
502,45-64,rep,online_poll
503,65+,rep,online_poll
504,45-64,rep,online_poll
505,18-29,rep,online_poll
506,30-44,dem,online_poll
507,18-29,dem,online_poll
508,30-44,rep,online_poll
509,30-44,dem,online_poll
510,30-44,dem,online_poll
511,30-44,dem,online_poll
512,65+,rep,online_poll
513,45-64,dem,online_poll
514,18-29,undecided,online_poll
515,18-29,dem,online_poll
516,30-44,dem,online_poll
517,18-29,dem,online_poll
518,30-44,rep,online_poll
519,45-64,rep,online_poll
520,30-44,dem,online_poll
521,30-44,rep,online_poll
522,30-44,rep,online_poll
523,65+,dem,online_poll
524,65+,rep,online_poll
525,30-44,dem,online_poll
526,18-29,dem,online_poll
527,18-29,rep,online_poll
528,45-64,rep,online_poll
529,18-29,dem,online_poll
530,30-44,dem,online_poll
531,18-29,dem,online_poll
532,30-44,rep,online_poll
533,18-29,undecided,online_poll
534,45-64,rep,online_poll
535,18-29,dem,online_poll
536,18-29,rep,online_poll
537,18-29,dem,online_poll
538,45-64,rep,online_poll
539,18-29,rep,online_poll
540,45-64,dem,online_poll
541,18-29,dem,online_poll
542,18-29,rep,online_poll
543,18-29,dem,online_poll
544,45-64,dem,online_poll
545,18-29,dem,online_poll
546,18-29,dem,online_poll
547,30-44,dem,online_poll
548,18-29,undecided,online_poll
549,30-44,dem,online_poll
550,18-29,dem,online_poll
551,45-64,dem,online_poll
552,45-64,dem,online_poll
553,30-44,dem,online_poll
554,18-29,rep,online_poll
555,45-64,undecided,online_poll
556,18-29,dem,online_poll
557,18-29,rep,online_poll
558,65+,rep,online_poll
559,18-29,dem,online_poll
560,30-44,dem,online_poll
561,45-64,rep,online_poll
562,18-29,dem,online_poll
563,18-29,dem,online_poll
564,30-44,undecided,online_poll
565,18-29,dem,online_poll
566,30-44,dem,online_poll
567,30-44,dem,online_poll
568,30-44,dem,online_poll
569,45-64,rep,online_poll
570,30-44,rep,online_poll
571,18-29,dem,online_poll
572,18-29,dem,online_poll
573,18-29,dem,online_poll
574,30-44,undecided,online_poll
575,45-64,rep,online_poll
576,45-64,dem,online_poll
577,30-44,dem,online_poll
578,30-44,rep,online_poll
579,30-44,dem,online_poll
580,30-44,rep,online_poll
581,65+,rep,online_poll
582,30-44,rep,online_poll
583,65+,rep,online_poll
584,18-29,rep,online_poll
585,45-64,rep,online_poll
586,18-29,dem,online_poll
587,65+,dem,online_poll
588,65+,dem,online_poll
589,45-64,rep,online_poll
590,30-44,rep,online_poll
591,30-44,rep,online_poll
592,45-64,dem,online_poll
593,30-44,rep,online_poll
594,30-44,dem,online_poll
595,45-64,dem,online_poll
596,30-44,rep,online_poll
597,18-29,rep,online_poll
598,30-44,dem,online_poll
599,30-44,undecided,online_poll
600,18-29,dem,online_poll
601,18-29,dem,online_poll
602,30-44,dem,online_poll
603,18-29,dem,online_poll
604,45-64,rep,online_poll
605,30-44,dem,online_poll
606,18-29,dem,online_poll
607,30-44,dem,online_poll
608,30-44,dem,online_poll
609,18-29,rep,online_poll
610,18-29,dem,online_poll
611,18-29,undecided,online_poll
612,30-44,dem,online_poll
613,18-29,dem,online_poll
614,18-29,dem,online_poll
615,18-29,rep,online_poll
616,65+,dem,online_poll
617,30-44,dem,online_poll
618,30-44,dem,online_poll
619,18-29,undecided,online_poll
620,18-29,dem,online_poll
621,30-44,rep,online_poll
622,18-29,dem,online_poll
623,18-29,dem,online_poll
624,18-29,dem,online_poll
625,18-29,dem,online_poll
626,45-64,rep,online_poll
627,30-44,rep,online_poll
628,18-29,dem,online_poll
629,30-44,dem,online_poll
630,30-44,rep,online_poll
631,18-29,dem,online_poll
632,65+,rep,online_poll
633,18-29,rep,online_poll
634,18-29,rep,online_poll
635,65+,rep,online_poll
636,65+,rep,online_poll
637,18-29,dem,online_poll
638,30-44,rep,online_poll
639,65+,dem,online_poll
640,45-64,dem,online_poll
641,18-29,rep,online_poll
642,45-64,rep,online_poll
643,18-29,rep,online_poll
644,18-29,rep,online_poll
645,18-29,dem,online_poll
646,30-44,dem,online_poll
647,45-64,undecided,online_poll
648,18-29,dem,online_poll
649,18-29,dem,online_poll
650,18-29,rep,online_poll
651,18-29,rep,online_poll
652,30-44,rep,online_poll
653,30-44,rep,online_poll
654,18-29,rep,online_poll
655,30-44,dem,online_poll
656,18-29,rep,online_poll
657,30-44,rep,online_poll
658,45-64,rep,online_poll
659,18-29,rep,online_poll
660,30-44,dem,online_poll
661,30-44,rep,online_poll
662,30-44,dem,online_poll
663,45-64,rep,online_poll
664,18-29,rep,online_poll
665,18-29,rep,online_poll
666,45-64,rep,online_poll
667,18-29,dem,online_poll
668,65+,dem,online_poll
669,18-29,dem,online_poll
670,45-64,dem,online_poll
671,45-64,dem,online_poll
672,65+,rep,online_poll
673,18-29,dem,online_poll
674,30-44,dem,online_poll
675,18-29,dem,online_poll
676,18-29,dem,online_poll
677,30-44,dem,online_poll
678,18-29,dem,online_poll
679,18-29,rep,online_poll
680,45-64,dem,online_poll
681,18-29,rep,online_poll
682,45-64,dem,online_poll
683,18-29,dem,online_poll
684,30-44,dem,online_poll
685,45-64,dem,online_poll
686,45-64,rep,online_poll
687,45-64,rep,online_poll
688,18-29,dem,online_poll
689,45-64,dem,online_poll
690,18-29,dem,online_poll
691,45-64,undecided,online_poll
692,45-64,dem,online_poll
693,18-29,rep,online_poll
694,30-44,dem,online_poll
695,65+,dem,online_poll
696,18-29,undecided,online_poll
697,45-64,dem,online_poll
698,45-64,rep,online_poll
699,30-44,rep,online_poll
700,18-29,dem,online_poll
701,18-29,dem,online_poll
702,30-44,dem,online_poll
703,30-44,rep,online_poll
704,45-64,dem,online_poll
705,30-44,rep,online_poll
706,30-44,dem,online_poll
707,30-44,dem,online_poll
708,30-44,undecided,online_poll
709,30-44,dem,online_poll
710,45-64,rep,online_poll
711,65+,rep,online_poll
712,45-64,dem,online_poll
713,18-29,dem,online_poll
714,30-44,rep,online_poll
715,30-44,undecided,online_poll
716,30-44,rep,online_poll
717,45-64,rep,online_poll
718,65+,rep,online_poll
719,45-64,rep,online_poll
720,65+,dem,online_poll
721,30-44,dem,online_poll
722,45-64,rep,online_poll
723,30-44,rep,online_poll
724,18-29,dem,online_poll
725,30-44,rep,online_poll
726,18-29,dem,online_poll
727,18-29,dem,online_poll
728,65+,rep,online_poll
729,45-64,rep,online_poll
730,30-44,undecided,online_poll
731,30-44,rep,online_poll
732,45-64,rep,online_poll
733,45-64,dem,online_poll
734,45-64,rep,online_poll
735,65+,dem,online_poll
736,45-64,rep,online_poll
737,45-64,dem,online_poll
738,45-64,rep,online_poll
739,30-44,rep,online_poll
740,65+,rep,online_poll
741,65+,dem,online_poll
742,30-44,rep,online_poll
743,30-44,dem,online_poll
744,18-29,dem,online_poll
745,30-44,rep,online_poll
746,18-29,dem,online_poll
747,18-29,dem,online_poll
748,18-29,dem,online_poll
749,30-44,rep,online_poll
750,30-44,dem,online_poll
751,30-44,undecided,online_poll
752,18-29,dem,online_poll
753,30-44,dem,online_poll
754,30-44,rep,online_poll
755,45-64,rep,online_poll
756,65+,dem,online_poll
757,45-64,dem,online_poll
758,18-29,rep,online_poll
759,18-29,rep,online_poll
760,30-44,undecided,online_poll
761,18-29,dem,online_poll
762,45-64,dem,online_poll
763,30-44,rep,online_poll
764,65+,rep,online_poll
765,18-29,rep,online_poll
766,30-44,dem,online_poll
767,30-44,rep,online_poll
768,65+,rep,online_poll
769,65+,rep,online_poll
770,18-29,dem,online_poll
771,18-29,dem,online_poll
772,30-44,rep,online_poll
773,30-44,rep,online_poll
774,30-44,dem,online_poll
775,18-29,rep,online_poll
776,30-44,dem,online_poll
777,30-44,rep,online_poll
778,30-44,dem,online_poll
779,18-29,rep,online_poll
780,45-64,rep,online_poll
781,65+,dem,online_poll
782,45-64,dem,online_poll
783,30-44,rep,online_poll
784,18-29,rep,online_poll
785,18-29,rep,online_poll
786,18-29,dem,online_poll
787,30-44,dem,online_poll
788,18-29,rep,online_poll
789,18-29,rep,online_poll
790,45-64,rep,online_poll
791,45-64,rep,online_poll
792,18-29,dem,online_poll
793,65+,rep,online_poll
794,18-29,dem,online_poll
795,45-64,rep,online_poll
796,65+,rep,online_poll
797,45-64,rep,online_poll
798,30-44,undecided,online_poll
799,18-29,dem,online_poll
800,18-29,dem,online_poll
801,45-64,dem,online_poll
802,30-44,undecided,online_poll
803,18-29,rep,online_poll
804,30-44,rep,online_poll
805,45-64,undecided,online_poll
806,65+,rep,online_poll
807,30-44,rep,online_poll
808,18-29,undecided,online_poll
809,18-29,rep,online_poll
810,45-64,dem,online_poll
811,45-64,rep,online_poll
812,45-64,dem,online_poll
813,18-29,dem,online_poll
814,30-44,undecided,online_poll
815,65+,rep,online_poll
816,18-29,rep,online_poll
817,30-44,dem,online_poll
818,45-64,dem,online_poll
819,18-29,dem,online_poll
820,30-44,dem,online_poll
821,18-29,rep,online_poll
822,45-64,rep,online_poll
823,18-29,undecided,online_poll
824,18-29,rep,online_poll
825,30-44,rep,online_poll
826,30-44,dem,online_poll
827,45-64,undecided,online_poll
828,45-64,rep,online_poll
829,30-44,rep,online_poll
830,30-44,dem,online_poll
831,45-64,dem,online_poll
832,18-29,dem,online_poll
833,30-44,rep,online_poll
834,18-29,undecided,online_poll
835,30-44,dem,online_poll
836,18-29,dem,online_poll
837,18-29,dem,online_poll
838,30-44,rep,online_poll
839,18-29,rep,online_poll
840,30-44,dem,online_poll
841,65+,dem,online_poll
842,30-44,rep,online_poll
843,65+,dem,online_poll
844,18-29,dem,online_poll
845,30-44,dem,online_poll
846,30-44,rep,online_poll
847,45-64,dem,online_poll
848,18-29,dem,online_poll
849,45-64,dem,online_poll
850,45-64,dem,online_poll
851,18-29,dem,online_poll
852,65+,rep,online_poll
853,45-64,rep,online_poll
854,18-29,rep,online_poll
855,18-29,dem,online_poll
856,18-29,dem,online_poll
857,18-29,dem,online_poll
858,18-29,dem,online_poll
859,18-29,rep,online_poll
860,30-44,rep,online_poll
861,45-64,dem,online_poll
862,45-64,dem,online_poll
863,65+,rep,online_poll
864,65+,dem,online_poll
865,45-64,dem,online_poll
866,30-44,dem,online_poll
867,45-64,dem,online_poll
868,45-64,rep,online_poll
869,45-64,dem,online_poll
870,45-64,rep,online_poll
871,45-64,rep,online_poll
872,30-44,dem,online_poll
873,30-44,dem,online_poll
874,18-29,dem,online_poll
875,18-29,dem,online_poll
876,30-44,dem,online_poll
877,18-29,rep,online_poll
878,30-44,rep,online_poll
879,30-44,rep,online_poll
880,45-64,rep,online_poll
881,30-44,dem,online_poll
882,30-44,dem,online_poll
883,45-64,rep,online_poll
884,18-29,rep,online_poll
885,45-64,rep,online_poll
886,18-29,dem,online_poll
887,45-64,rep,online_poll
888,18-29,undecided,online_poll
889,18-29,rep,online_poll
890,30-44,undecided,online_poll
891,45-64,dem,online_poll
892,30-44,rep,online_poll
893,45-64,rep,online_poll
894,45-64,rep,online_poll
895,30-44,dem,online_poll
896,65+,dem,online_poll
897,18-29,dem,online_poll
898,65+,rep,online_poll
899,30-44,rep,online_poll
900,45-64,rep,online_poll
901,18-29,dem,online_poll
902,18-29,rep,online_poll
903,65+,dem,online_poll
904,30-44,undecided,online_poll
905,18-29,dem,online_poll
906,30-44,dem,online_poll
907,18-29,dem,online_poll
908,18-29,dem,online_poll
909,30-44,dem,online_poll
910,65+,rep,online_poll
911,45-64,rep,online_poll
912,45-64,dem,online_poll
913,45-64,dem,online_poll
914,18-29,rep,online_poll
915,18-29,dem,online_poll
916,18-29,dem,online_poll
917,65+,rep,online_poll
918,30-44,rep,online_poll
919,18-29,dem,online_poll
920,65+,dem,online_poll
921,18-29,rep,online_poll
922,65+,dem,online_poll
923,65+,rep,online_poll
924,30-44,dem,online_poll
925,30-44,dem,online_poll
926,45-64,dem,online_poll
927,18-29,rep,online_poll
928,45-64,rep,online_poll
929,18-29,dem,online_poll
930,18-29,dem,online_poll
931,65+,rep,online_poll
932,18-29,undecided,online_poll
933,30-44,dem,online_poll
934,45-64,rep,online_poll
935,45-64,dem,online_poll
936,30-44,rep,online_poll
937,18-29,rep,online_poll
938,30-44,rep,online_poll
939,45-64,rep,online_poll
940,30-44,rep,online_poll
941,30-44,dem,online_poll
942,65+,dem,online_poll
943,30-44,dem,online_poll
944,30-44,dem,online_poll
945,45-64,dem,online_poll
946,18-29,rep,online_poll
947,65+,rep,online_poll
948,45-64,rep,online_poll
949,18-29,dem,online_poll
950,18-29,rep,online_poll
951,30-44,dem,online_poll
952,45-64,rep,online_poll
953,18-29,dem,online_poll
954,30-44,rep,online_poll
955,45-64,rep,online_poll
956,30-44,rep,online_poll
957,30-44,dem,online_poll
958,18-29,rep,online_poll
959,18-29,undecided,online_poll
960,18-29,rep,online_poll
961,65+,rep,online_poll
962,18-29,dem,online_poll
963,45-64,rep,online_poll
964,18-29,dem,online_poll
965,65+,rep,online_poll
966,18-29,dem,online_poll
967,18-29,dem,online_poll
968,45-64,rep,online_poll
969,18-29,undecided,online_poll
970,45-64,dem,online_poll
971,18-29,dem,online_poll
972,30-44,dem,online_poll
973,45-64,rep,online_poll
974,18-29,dem,online_poll
975,18-29,rep,online_poll
976,45-64,rep,online_poll
977,18-29,dem,online_poll
978,30-44,rep,online_poll
979,65+,rep,online_poll
980,30-44,dem,online_poll
981,65+,dem,online_poll
982,30-44,dem,online_poll
983,18-29,dem,online_poll
984,18-29,dem,online_poll
985,65+,dem,online_poll
986,45-64,dem,online_poll
987,30-44,rep,online_poll
988,30-44,dem,online_poll
989,30-44,dem,online_poll
990,30-44,rep,online_poll
991,30-44,rep,online_poll
992,30-44,dem,online_poll
993,18-29,dem,online_poll
994,30-44,dem,online_poll
995,30-44,rep,online_poll
996,65+,dem,online_poll
997,18-29,rep,online_poll
998,30-44,rep,online_poll
999,30-44,rep,online_poll
1000,30-44,rep,online_poll
1001,18-29,rep,online_poll
