voter_id,age,past_vote_score,received_mail,turned_out_2022
334,54,2,1,0
335,82,0,0,0
336,75,0,0,0
337,59,1,0,0
338,75,0,0,0
339,28,2,0,1
340,74,1,0,0
341,38,4,1,1
342,70,3,0,1
343,60,0,0,1
344,54,3,1,0
345,37,4,1,1
346,62,1,0,0
347,34,3,1,0
348,66,2,0,1
349,29,1,0,0
350,20,2,0,1
351,61,1,0,0
352,35,1,0,1
353,82,0,0,0
354,22,4,1,1
355,34,4,1,1
356,39,1,0,1
357,48,2,0,0
358,47,3,1,1
359,42,3,1,0
360,77,3,0,1
361,71,4,0,1
362,35,4,0,1
363,65,3,1,1
364,33,4,1,1
365,75,2,0,1
366,29,3,0,1
367,62,3,0,1
368,82,3,1,1
369,65,0,0,0
370,60,0,0,1
371,78,2,0,1
372,75,3,1,0
373,50,0,0,1
374,72,4,1,1
375,33,2,1,1
376,76,4,1,1
377,20,3,1,1
378,55,1,0,0
379,71,1,0,0
380,64,4,1,1
381,82,4,1,1
382,23,3,1,0
383,20,2,0,1
384,31,1,0,0
385,35,2,1,1
386,77,1,0,0
387,35,1,1,0
388,22,3,1,1
389,23,1,0,0
390,78,3,1,1
391,54,1,0,0
392,52,2,1,1
393,74,3,0,1
394,81,1,0,0
395,52,4,1,1
396,73,0,0,0
397,55,4,1,1
398,57,2,0,0
399,74,1,0,1
400,73,2,1,0
401,27,0,0,0
402,38,4,0,1
403,74,4,1,1
404,64,2,0,0
405,37,4,1,0
406,74,2,0,0
407,64,4,1,1
408,32,1,1,1
409,67,4,0,1
410,75,2,1,0
411,43,3,1,0
412,40,3,0,1
413,58,0,0,0
414,55,4,0,1
415,64,1,0,1
416,35,1,0,0
417,65,2,0,0
418,29,1,1,0
419,70,3,0,0
420,34,0,0,0
421,77,3,0,1
422,41,4,1,1
423,25,4,1,1
424,39,2,1,0
425,62,1,0,0
426,28,2,1,0
427,53,4,1,1
428,29,4,1,1
429,37,4,1,1
430,61,4,1,1
431,28,0,1,0
432,51,4,1,1
433,21,3,1,1
434,56,2,0,0
435,56,3,1,1
436,74,1,0,0
437,36,2,1,0
438,69,2,1,1
439,31,4,1,1
440,75,2,1,1
441,67,2,0,1
442,59,1,0,0
443,38,1,0,0
444,57,3,1,1
445,82,3,1,1
446,63,4,1,1
447,78,4,1,1
448,73,0,0,0
449,69,2,0,1
450,42,4,1,1
451,82,3,1,1
452,33,4,1,1
453,61,2,0,1
454,43,1,0,0
455,23,0,1,0
456,84,3,1,1
457,35,4,1,1
458,68,1,0,0
459,61,2,0,1
460,56,3,1,1
461,32,2,0,0
462,78,0,0,0
463,47,4,1,1
464,66,1,0,0
465,32,0,0,0
466,37,3,1,1
467,78,4,0,1
468,35,0,0,0
469,66,3,1,1
470,61,4,1,1
471,79,2,1,1
472,56,4,1,0
473,54,2,0,0
474,58,3,1,1
475,54,2,1,0
476,68,3,0,0
477,55,1,1,0
478,62,0,0,0
479,45,3,1,1
480,52,4,1,1
481,48,4,1,1
482,46,4,1,1
483,60,3,0,1
484,18,1,0,0
485,70,1,0,0
486,79,3,0,1
487,59,2,1,1
488,47,0,0,0
489,40,0,0,0
490,68,0,0,0
491,22,2,1,0
492,60,0,0,0
493,81,4,0,1
494,77,4,1,1
495,38,2,0,0
496,19,1,0,0
497,42,4,1,1
498,72,3,1,1
499,41,0,0,0
500,18,1,0,1
501,60,2,1,0
502,51,0,0,0
503,33,0,0,0
504,57,4,1,1
505,65,2,0,1
506,79,1,0,0
507,65,4,1,1
508,45,3,0,1
509,28,4,1,1
510,27,2,0,1
511,82,4,1,1
512,59,1,0,0
513,80,1,1,0
514,76,0,0,0
515,25,4,1,1
516,20,2,0,0
517,27,1,1,0
518,25,0,0,1
519,22,3,1,1
520,71,1,0,0
521,66,3,1,1
522,35,4,1,1
523,68,1,0,0
524,18,1,0,0
525,72,3,1,0
526,76,1,0,1
527,22,0,0,0
528,48,0,0,1
529,75,0,0,0
530,49,0,0,0
531,45,1,0,0
532,82,1,0,1
533,58,4,1,1
534,48,2,1,1
535,46,4,1,1
536,40,4,1,1
537,24,3,0,0
538,58,3,0,1
539,66,2,1,1
540,46,1,0,0
541,25,3,1,0
542,35,4,1,1
543,28,2,0,0
544,42,0,0,0
545,23,4,0,1
546,45,4,1,1
547,56,2,0,1
548,33,1,0,0
549,44,1,0,1
550,54,2,0,1
551,57,2,1,1
552,77,3,1,0
553,58,3,0,1
554,23,3,1,1
555,20,1,0,0
556,71,4,1,1
557,66,1,0,1
558,61,4,1,1
559,76,3,1,0
560,35,1,0,0
561,25,4,1,1
562,24,0,0,0
563,26,1,0,1
564,76,4,1,1
565,79,4,1,1
566,70,4,1,1
567,54,2,1,0
568,40,3,1,1
569,48,1,0,0
570,52,2,0,1
571,76,3,1,0
572,56,1,0,0
573,29,0,0,0
574,25,3,1,1
575,81,0,0,0
576,30,2,0,0
577,45,1,0,0
578,78,4,1,0
579,22,2,1,0
580,44,0,0,0
581,27,3,1,1
582,67,4,1,1
583,35,3,0,1
584,82,0,0,0
585,73,0,0,1
586,68,4,0,1
587,75,2,0,1
588,73,3,1,1
589,28,3,0,1
590,27,1,1,1
591,67,1,0,1
592,57,0,0,0
593,34,0,0,0
594,83,4,1,1
595,29,2,0,0
596,19,3,1,1
597,49,0,0,0
598,39,3,1,1
599,36,3,1,1
600,56,3,1,1
601,49,2,0,1
602,43,4,1,1
603,68,0,0,0
604,74,2,1,0
605,35,4,1,1
606,79,1,0,0
607,55,2,0,0
608,49,4,1,1
609,64,3,1,1
610,41,4,1,1
611,44,3,1,1
612,70,0,0,1
613,48,2,1,1
614,66,3,1,0
615,69,3,1,0
616,22,3,0,1
617,28,4,1,1
618,39,2,0,1
619,60,3,0,1
620,30,0,0,0
621,46,4,1,1
622,82,4,1,0
623,31,3,1,0
624,32,0,0,0
625,57,2,1,0
626,79,4,1,1
627,58,3,1,1
628,20,0,0,0
629,49,1,0,0
630,72,2,0,1
631,41,3,1,1
632,21,3,0,0
633,72,3,1,1
634,53,1,0,0
635,31,0,0,0
636,59,2,1,1
637,58,3,1,1
638,32,4,1,1
639,40,4,1,1
640,28,2,0,1
641,57,1,0,0
642,83,1,0,0
643,67,4,1,1
644,40,4,1,1
645,41,1,0,0
646,63,0,0,0
647,67,1,0,0
648,70,3,0,1
649,80,3,1,1
650,55,1,1,1
651,39,2,0,0
652,83,3,1,1
653,64,4,1,1
654,45,3,0,1
655,56,1,0,1
656,62,2,0,1
657,48,0,0,0
658,72,2,1,1
659,44,1,0,0
660,53,4,1,1
661,55,2,0,0
662,30,4,1,1
663,25,3,0,0
664,34,1,0,0
665,68,1,0,0
666,71,2,0,1
667,69,0,0,0
668,76,2,0,1
669,29,0,0,0
670,26,2,0,1
671,45,3,1,1
672,61,2,0,1
673,61,3,0,1
674,30,0,0,0
675,33,0,0,0
676,18,3,0,1
677,56,1,0,0
678,29,2,0,1
679,39,2,1,0
680,72,1,0,0
681,45,0,0,1
682,84,1,0,1
683,33,2,0,1
684,79,1,1,0
685,31,0,0,0
686,66,1,0,0
687,36,1,1,0
688,39,4,1,1
689,70,1,0,0
690,29,1,0,1
691,67,0,0,0
692,49,1,0,1
693,54,4,1,1
694,44,2,0,1
695,55,3,1,0
696,81,1,0,1
697,27,4,1,0
698,58,2,1,0
699,71,4,1,1
700,27,3,1,1
701,45,2,1,1
702,82,3,1,1
703,72,3,0,1
704,37,4,1,1
705,44,4,0,1
706,68,2,0,0
707,57,0,0,0
708,25,1,0,0
709,76,0,0,1
710,33,1,1,1
711,38,0,0,0
712,51,4,1,1
713,33,2,0,1
714,52,3,1,1
715,27,4,1,1
716,81,0,0,0
717,50,1,0,0
718,47,0,0,1
719,49,0,1,0
720,40,1,0,0
721,71,4,1,1
722,52,2,0,0
723,82,0,0,1
724,84,1,0,0
725,77,0,0,0
726,59,2,1,1
727,43,2,1,0
728,49,4,1,1
729,43,3,0,1
730,37,1,1,0
731,62,1,0,0
732,60,0,1,0
733,31,2,1,0
734,80,3,0,0
735,53,1,1,0
736,70,4,1,1
737,30,0,0,0
738,27,3,1,1
739,48,1,0,0
740,59,3,1,1
741,43,0,0,0
742,37,0,0,0
743,70,2,1,1
744,75,1,0,1
745,29,0,0,0
746,23,4,1,1
747,29,1,0,0
748,83,3,1,1
749,21,1,0,0
750,49,4,1,1
751,33,1,1,0
752,34,1,0,0
753,51,0,0,1
754,43,0,0,0
755,29,1,0,0
756,33,2,1,1
757,73,1,0,0
758,66,0,0,0
759,41,1,0,0
760,22,1,0,0
761,81,2,0,0
762,29,0,0,1
763,49,1,0,0
764,66,0,0,0
765,80,4,1,1
766,67,2,1,1
767,46,4,1,1
768,25,2,0,1
769,47,2,0,1
770,52,1,0,0
771,46,0,0,0
772,63,3,0,0
773,40,1,0,0
774,21,2,0,1
775,36,4,1,1
776,57,3,1,1
777,47,0,0,1
778,18,3,1,1
779,61,1,0,0
780,25,2,1,0
781,32,1,0,0
782,65,0,0,0
783,30,4,1,1
784,73,1,0,0
785,40,2,0,0
786,63,4,1,1
787,66,1,0,0
788,40,1,0,0
789,68,4,0,1
790,22,4,1,1
791,46,4,1,1
792,36,3,1,1
793,58,2,1,0
794,60,0,0,0
795,26,1,0,0
796,24,0,0,0
797,70,1,0,0
798,66,4,1,1
799,46,4,1,1
800,55,0,1,0
801,27,0,0,0
802,27,1,0,0
803,61,0,0,0
804,21,3,1,1
805,73,4,1,1
806,42,1,0,0
807,51,4,1,1
808,24,0,0,0
809,37,3,1,1
810,55,0,0,0
811,43,3,1,1
812,28,2,0,1
813,78,3,1,1
814,67,0,0,0
815,41,2,0,1
816,51,3,1,1
817,37,0,0,0
818,62,0,0,0
819,47,4,1,1
820,71,4,0,1
821,48,3,1,1
822,82,0,0,0
823,36,4,1,1
824,39,1,0,0
825,23,1,0,0
826,43,3,0,1
827,51,4,1,1
828,29,0,0,0
829,53,2,0,0
830,84,0,0,1
831,36,1,0,0
832,31,0,0,1
833,62,2,0,1
834,78,3,1,1
835,69,1,1,0
836,48,2,1,1
837,65,2,1,0
838,57,2,1,1
839,47,0,0,0
840,59,3,1,1
841,42,0,0,0
842,80,3,0,0
843,83,0,0,1
844,69,4,1,1
845,21,4,1,1
846,25,1,0,0
847,43,2,1,0
848,68,4,1,1
849,48,0,0,0
850,78,1,0,0
851,51,1,0,0
852,21,2,0,1
853,45,4,0,1
854,52,1,0,0
855,78,0,0,0
856,19,4,1,1
857,53,2,0,1
858,76,2,1,1
859,68,4,1,1
860,54,2,1,1
861,61,0,0,0
862,51,2,0,0
863,42,2,1,0
864,69,0,0,0
865,81,0,0,0
866,69,3,1,1
867,42,4,1,1
868,78,4,0,1
869,56,4,1,1
870,41,4,1,1
871,41,2,0,0
872,46,0,0,0
873,71,2,0,1
874,55,2,0,1
875,27,0,0,0
876,66,0,0,0
877,35,1,0,0
878,76,4,1,1
879,28,1,0,0
880,58,1,0,1
881,44,2,0,1
882,80,1,0,0
883,73,1,0,0
884,67,3,1,1
885,19,2,0,0
886,42,4,1,1
887,46,1,0,0
888,31,1,0,0
889,26,1,0,1
890,76,2,0,0
891,73,2,0,0
892,80,2,0,1
893,20,3,1,1
894,45,1,0,0
895,33,1,0,0
896,66,0,0,0
897,24,4,1,1
898,20,0,1,1
899,66,3,1,1
900,44,1,0,0
901,71,2,0,0
902,35,2,0,0
903,33,4,1,1
904,43,3,1,1
905,43,4,1,1
906,23,1,0,0
907,60,3,1,1
908,32,0,0,0
909,29,1,0,1
910,50,0,0,0
911,51,2,0,1
912,23,1,0,0
913,72,2,0,1
914,19,0,0,0
915,60,1,0,0
916,52,4,0,1
917,41,2,1,1
918,52,3,0,1
919,71,3,1,0
920,34,0,0,1
921,31,1,0,0
922,74,4,1,1
923,21,2,0,0
924,79,1,0,1
925,74,3,1,1
926,19,2,0,0
927,46,4,0,1
928,84,2,0,0
929,73,0,0,0
930,67,2,1,0
931,24,4,1,0
932,78,4,0,1
933,80,0,0,0
934,24,2,0,0
935,69,3,0,1
936,75,3,1,1
937,33,2,0,0
938,31,0,0,1
939,18,4,1,1
940,56,4,0,1
941,61,3,1,1
942,76,1,0,0
943,78,4,1,1
944,32,3,1,1
945,61,0,0,0
946,84,2,0,1
947,81,1,0,0
948,31,3,1,1
949,68,0,0,0
950,61,1,0,0
951,33,4,1,1
952,82,4,1,1
953,24,4,1,1
954,79,4,0,1
955,40,1,0,1
956,59,3,1,1
957,49,4,1,0
958,75,2,0,1
959,83,4,1,1
960,45,2,1,0
961,62,2,0,1
962,82,1,0,0
963,63,0,0,0
964,54,3,0,1
965,84,0,0,0
966,25,0,0,0
967,54,1,0,1
968,55,0,0,0
969,75,2,1,0
970,46,4,1,1
971,83,1,0,0
972,24,2,0,1
973,24,2,1,1
974,74,4,1,1
975,43,2,0,0
976,75,2,1,0
977,40,1,0,1
978,72,0,0,0
979,50,1,1,0
980,23,1,0,0
981,56,0,0,0
982,27,2,0,1
983,41,1,0,0
984,71,1,0,0
985,46,2,0,0
986,64,2,1,0
987,78,4,0,1
988,32,0,0,0
989,49,4,0,1
990,66,2,0,0
991,50,3,1,1
992,65,4,1,1
993,23,3,1,1
994,83,2,1,1
995,18,4,1,1
996,72,1,0,1
997,27,3,0,1
998,60,3,1,1
999,50,1,0,0
1000,51,1,0,0
1001,73,3,1,1
1002,18,0,0,0
1003,23,4,1,1
1004,31,4,1,1
1005,29,4,1,0
1006,68,3,0,1
1007,46,1,0,0
1008,55,4,0,1
1009,19,2,0,0
1010,23,0,1,0
1011,28,4,1,1
1012,45,2,0,0
1013,36,4,1,1
1014,42,2,1,0
1015,24,4,0,0
1016,77,4,1,1
1017,50,0,0,0
1018,60,3,1,1
1019,30,1,0,1
1020,58,1,0,0
1021,37,2,0,1
1022,72,2,1,1
1023,73,1,0,0
1024,79,2,0,1
1025,80,2,0,1
1026,28,4,1,1
1027,43,1,0,0
1028,27,0,0,0
1029,69,0,0,0
1030,51,0,0,0
1031,37,3,1,1
1032,55,4,1,1
1033,68,0,0,1
1034,39,1,0,1
1035,40,1,0,0
1036,79,1,0,1
1037,47,3,1,1
1038,44,0,0,0
1039,78,3,0,0
1040,59,0,0,0
1041,51,2,0,0
1042,66,3,1,1
1043,84,0,0,0
1044,84,1,0,0
1045,80,2,0,0
1046,82,0,0,0
1047,27,1,0,1
1048,41,1,0,0
1049,47,0,0,0
1050,79,0,0,0
1051,38,4,1,1
1052,23,1,0,0
1053,83,1,1,0
1054,39,0,0,0
1055,20,3,0,1
1056,28,2,1,0
1057,79,3,1,0
1058,36,4,1,1
1059,83,1,0,0
1060,76,2,0,1
1061,67,3,1,1
1062,82,4,1,1
1063,30,4,1,1
1064,22,4,0,1
1065,29,0,0,1
1066,18,4,0,1
1067,84,3,1,0
1068,72,4,1,1
1069,62,3,1,1
1070,30,4,1,1
1071,28,1,0,0
1072,50,3,1,1
1073,84,0,0,1
1074,58,1,0,1
1075,50,3,1,1
1076,64,4,1,0
1077,44,3,1,0
1078,40,3,1,1
1079,57,2,0,0
1080,35,3,0,1
1081,75,1,0,0
1082,45,0,0,0
1083,24,4,1,0
1084,29,0,0,0
1085,73,4,1,1
1086,28,2,0,0
1087,84,3,1,0
1088,40,0,0,0
1089,84,1,0,1
1090,83,4,1,1
1091,22,1,0,0
1092,29,1,0,0
1093,68,2,0,1
1094,26,0,0,0
1095,62,4,1,1
1096,42,1,0,0
1097,51,0,0,0
1098,27,4,1,1
1099,83,0,0,0
1100,50,4,1,0
1101,79,4,1,1
1102,76,3,0,0
1103,32,3,1,1
1104,47,1,0,0
1105,84,2,0,0
1106,49,2,1,1
1107,27,2,0,1
1108,63,2,1,0
1109,42,1,0,1
1110,51,1,0,1
1111,63,1,0,1
1112,81,0,0,0
1113,23,4,1,1
1114,81,2,0,0
1115,53,4,1,0
1116,53,4,1,1
1117,24,1,0,0
1118,22,4,1,1
1119,76,1,0,0
1120,58,3,0,1
1121,66,1,0,0
1122,51,4,1,1
1123,78,2,0,1
1124,81,1,0,0
1125,64,2,0,1
1126,34,1,0,0
1127,52,0,0,0
1128,43,3,1,0
1129,78,1,0,1
1130,35,3,0,0
1131,58,4,1,1
1132,24,4,1,1
1133,45,0,0,0
1134,75,0,0,0
1135,50,2,1,1
1136,43,2,0,0
1137,40,4,0,1
1138,83,2,0,0
1139,66,0,0,0
1140,39,1,0,0
1141,69,3,0,1
1142,61,1,0,0
1143,52,2,0,1
1144,64,3,0,1
1145,70,3,1,0
1146,48,1,0,0
1147,44,0,0,1
1148,78,0,0,1
1149,28,3,1,1
1150,67,0,0,0
1151,74,2,0,1
1152,21,1,1,0
1153,78,2,0,0
1154,74,2,1,0
1155,40,4,1,1
1156,73,4,1,1
1157,62,2,0,1
1158,74,0,0,0
1159,56,1,1,0
1160,62,1,0,0
1161,79,3,1,1
1162,47,2,0,1
1163,70,1,0,0
1164,38,1,0,0
1165,46,3,1,1
1166,84,1,0,0
1167,54,2,0,1
1168,70,2,1,1
1169,55,1,0,0
1170,52,3,0,1
1171,20,2,1,0
1172,41,0,0,0
1173,74,1,0,1
1174,19,1,0,0
1175,81,2,0,1
1176,60,0,0,0
1177,25,1,0,0
1178,78,4,1,1
1179,66,2,0,1
1180,67,1,0,0
1181,43,0,0,0
1182,44,4,1,1
1183,59,2,1,0
1184,84,4,1,1
1185,43,2,0,1
1186,32,1,0,0
1187,39,0,0,0
1188,49,3,1,1
1189,37,3,1,1
1190,81,1,1,0
1191,25,0,0,0
1192,31,4,1,1
1193,62,4,1,1
1194,20,1,0,0
1195,50,1,0,0
1196,55,3,1,1
1197,41,4,1,1
1198,53,3,0,1
1199,38,4,1,1
1200,51,2,0,1
1201,66,4,1,1
1202,64,4,1,1
1203,67,0,0,0
1204,37,4,1,1
1205,32,2,1,0
1206,34,0,0,1
1207,80,0,0,1
1208,80,3,1,1
1209,24,2,0,0
1210,19,0,0,0
1211,28,3,1,1
1212,71,2,0,0
1213,52,0,0,0
1214,27,2,0,0
1215,30,0,0,0
1216,42,1,0,1
1217,71,1,0,0
1218,63,4,1,1
1219,31,3,1,1
1220,82,3,1,1
1221,74,4,0,1
1222,59,4,1,1
1223,59,3,1,1
1224,66,1,0,0
1225,64,2,0,1
1226,18,3,0,0
1227,20,4,1,0
1228,18,2,1,1
1229,20,2,0,0
1230,83,2,0,0
1231,30,1,1,0
1232,51,1,0,0
1233,50,1,0,1
1234,45,3,0,1
1235,40,3,1,0
1236,30,4,1,1
1237,66,4,1,1
1238,62,2,0,1
1239,47,0,0,0
1240,66,0,0,0
1241,37,2,1,0
1242,24,1,0,0
1243,82,3,1,1
1244,36,3,1,1
1245,24,4,1,1
1246,82,3,1,1
1247,79,1,0,0
1248,43,4,1,0
1249,49,4,1,1
1250,59,3,0,1
1251,70,0,0,0
1252,62,2,0,1
1253,39,2,0,0
1254,36,3,1,0
1255,43,1,0,1
1256,32,0,0,0
1257,36,4,0,1
1258,61,0,0,1
1259,78,3,1,1
1260,45,4,1,1
1261,79,2,0,0
1262,66,0,0,0
1263,50,0,0,0
1264,52,4,1,1
1265,26,0,0,0
1266,31,2,1,0
1267,47,3,0,1
1268,58,0,0,0
1269,41,0,0,0
1270,20,4,1,0
1271,60,2,0,0
1272,62,0,0,0
1273,48,2,0,0
1274,25,2,0,0
1275,53,0,0,0
1276,35,3,1,1
1277,47,4,1,1
1278,57,3,0,1
1279,34,4,1,1
1280,43,4,0,1
1281,35,4,1,1
1282,38,1,0,0
1283,41,0,0,0
1284,58,0,0,0
1285,56,3,1,0
1286,37,2,0,1
1287,21,1,0,0
1288,47,2,0,1
1289,63,0,0,0
1290,82,1,0,0
1291,41,2,0,1
1292,38,1,0,1
1293,52,0,0,0
1294,44,1,1,0
1295,80,3,0,0
1296,72,1,0,1
1297,58,3,1,0
1298,22,4,1,1
1299,49,0,0,0
1300,67,0,0,0
1301,42,0,0,0
1302,54,2,0,1
1303,24,4,1,1
1304,75,3,1,1
1305,35,1,0,0
1306,40,0,0,0
1307,76,1,1,0
1308,33,1,1,0
1309,28,2,0,1
1310,38,4,1,1
1311,60,1,0,0
1312,38,1,0,1
1313,71,0,0,0
1314,54,3,1,1
1315,43,1,1,0
1316,76,0,0,0
1317,81,0,0,0
1318,76,3,1,1
1319,18,4,1,1
1320,44,4,1,1
1321,22,2,1,1
1322,56,4,1,1
1323,71,0,0,0
1324,40,2,0,0
1325,22,2,1,1
1326,66,2,0,0
1327,26,4,1,1
1328,60,2,0,1
1329,25,1,0,0
1330,29,4,1,1
1331,72,2,0,1
1332,63,4,0,1
1333,84,3,0,1
1334,47,1,0,0
1335,33,0,1,0
1336,44,0,0,0
1337,23,3,1,1
1338,19,1,0,0
1339,26,2,1,1
1340,18,2,1,1
1341,21,3,0,1
1342,79,2,0,0
1343,79,1,0,0
1344,60,4,1,1
1345,84,0,0,0
1346,20,2,1,0
1347,26,2,0,1
1348,61,0,0,0
1349,67,1,0,1
1350,58,2,0,1
1351,81,0,0,0
1352,45,2,0,1
1353,22,2,0,0
1354,82,3,1,1
1355,37,4,1,0
1356,57,4,1,1
1357,84,0,0,1
1358,76,0,0,0
